Ticker,Name,Country,Sector,LastPrice,LastPrice+1M,T12M_DVDS_PAID,TRAIL_12M_EARN_FOR_COMMON,TOTAL_EQUITY,BS_TOT_ASSET,TRAIL_12M_CASH_FROM_OPER,TRAIL_12M_FREE_CASH_FLOW,TRAIL_12M_OPER_MARGIN,TRAIL_12M_GROSS_MARGIN,TRAIL_12M_NET_SALES,TRAIL_12M_ACCT_RCV_UNBILLED_REV,VOLATILITY_90D,CUR_MKT_CAP,TRAIL_12M_EBITDA,TRAIL_12M_INT_EXP,NET_DEBT
SCTY UW Equity,SolarCity Corp,US,Industrials,35.65,18.43,0,-66.513,1621.542,6512.343,-661.834,-819.09,-159.9053,29.5935,355.947,-15.4,100.565,3479.0333,-419.809,#N/A N/A,2032.251
HBAN UW Equity,Huntington Bancshares Inc/OH,US,Financials,8.58,8.75,-223.118,646.398,6582.637,70210.178,660.386,564.077,30.7659,#N/A N/A,3077.786,#N/A N/A,31.755,6835.3379,#N/A N/A,150.915,6723.094
SMG UN Equity,Scotts Miracle-Gro Co/The,US,Materials,68.68,69.02,-111.3,159.8,633.1,2527.2,246.9,185.2,10.6129,35.3784,2986,-12.5,20.098,4225.5429,385.9,50.5,1091.9
RGLD UW Equity,Royal Gold Inc,US,Materials,29.79,46.37,-56.717,-11.761,2359.822,3228.695,115.794,-1239.307,27.8683,68.6796,283.049,18.688,62.114,1955.3968,177.302,#N/A N/A,564.646
HCN UN Equity,Welltower Inc,US,Financials,62.22,63.78,-1178.707,874.051,15301.94,27456.366,1320.825,-2779.264,30.6091,#N/A N/A,3698.112,#N/A N/A,29.054,22018.3835,1933.882,481.778,11175.733
SNPS UW Equity,Synopsys Inc,US,Information Technology,42.9,44.75,0,225.934,3133.989,5045.739,495.16,408.195,11.8841,76.8568,2242.211,-56.533,27.407,6497.3279,478.287,2.814,-759.935
BIIB UW Equity,Biogen Inc,US,Health Care,273.06,259.42,0,3598.939,10566.943,20728.368,3608.553,3044.722,46.2142,88.5863,10565.164,-278.951,37.029,60865.9223,5484.295,35.5,-1255.41
USG UN Equity,USG Corp,US,Industrials,17.89,21.3,0,126,516,3937,167,51,6.8068,17.8449,3805,-14,38.864,2605.594,406,167,1738
LLTC UW Equity,Linear Technology Corp,US,Information Technology,42.73,43.62,-285.977,503.551,1585.327,1896.965,638.285,592.482,45.5224,75.6621,1445.996,21.822,28.121,10218.6686,712.384,0,-1244.993
RRC UN Equity,Range Resources Corp,US,Energy,29.56,23.73,-27.056,-112.589,3084.682,8397.904,814.757,-424.853,-11.1901,28.8493,1785.191,61.021,76.898,5006.5676,402.985,164.49,3586.51
ARRS UW Equity,ARRIS International PLC,US,Information Technology,25.47,23.89,0,254.902,1790.851,4513.24,351.384,298.857,4.992,29.0487,4960.039,35.847,32.968,4971.079,551.525,70.43,792.978
NBR UN Equity,Nabors Industries Ltd,US,Energy,7.36,7.16,-69.853,-1080.376,4511.399,9929.181,1142.578,-78.562,-14.118,36.425,4909.401,552.125,74.183,2086.558,343.405,179.215,3470.193
SFM UW Equity,Sprouts Farmers Market Inc,US,Consumer Staples,22.8,28.48,0,118.518,816.644,1424.555,209.008,80.652,6.2942,29.2624,3397.321,-10.92,47.099,3501.8714,284.274,19.909,159.293
PTEN UW Equity,Patterson-UTI Energy Inc,US,Energy,14.38,15.54,-58.7,-175.774,2631.097,4678.166,968.432,81.662,-9.1014,-0.8358,2453.93,288.284,63.832,2116.4329,646.271,35.439,788.535
NE UN Equity,Noble Corp plc,US,Energy,7.79,8.33,-310.04,39.043,7592.773,13058.018,1642.135,1009.34,12.9608,38.3127,3299.308,84.393,58.915,1884.9614,1068.697,201.881,4324.29
NTRS UW Equity,Northern Trust Corp,US,Financials,62.08,59.38,-336.5,936.1,8784.5,119995.2,146.3,-261.3,31.2318,#N/A N/A,4828.6,#N/A N/A,28.852,14354.1566,#N/A N/A,152.6,-33851
RS UN Equity,Reliance Steel & Aluminum Co,US,Materials,56.94,60.89,-117.7,335.2,3950.5,7455.6,909.5,734.1,5.7297,26.1307,9901,182.1,31.818,4079.2472,787.1,84,2001.4
PAYX UW Equity,Paychex Inc,US,Information Technology,47.86,51.39,-579.2,728.9,1858.3,6016.8,910.4,804.7,38.9247,70.9525,2841.9,-37,21.384,17274.8865,1215,0.6,-476.4
PBCT UW Equity,People's United Financial Inc,US,Financials,14.37,14.61,-200.1,254.9,4730.8,37477.7,311.7,242.3,30.1744,#N/A N/A,1400.2,#N/A N/A,22.969,4458.0539,#N/A N/A,132.9,3496.8
HSIC UW Equity,Henry Schein Inc,US,Health Care,151.44,165.45,0,482.076,3526.537,6371.558,562.549,489.051,7.0244,28.4083,10480.897,-84.993,19.831,12558.278,894.682,25.699,737.967
PDCO UW Equity,Patterson Cos Inc,US,Health Care,42.46,43.44,-86.942,184.318,1363.257,3451.838,111.344,37.607,7.1066,26.1918,4639.562,#N/A N/A,24.124,4221.7978,394.759,45.677,1035.424
SIVB UW Equity,SVB Financial Group,US,Financials,101.32,88.85,0,314.382,3314.228,41730.982,270.162,219.598,42.4387,#N/A N/A,1537.183,#N/A N/A,42.223,5217.292,#N/A N/A,39.165,-873.178
ANSS UW Equity,ANSYS Inc,US,Information Technology,88.19,83.02,0,254.133,2211.596,2701.566,350.6,334.44,37.1011,84.1326,945.481,-12.94,21.392,7848.2217,430.267,0.572,-776.923
FDS UN Equity,FactSet Research Systems Inc,US,Financials,150.7,150.49,-68.42,245.156,557.769,1017.687,306.361,271.108,32.763,59.1597,1034.597,-4.328,22.214,6207.4506,370.535,#N/A N/A,96.707
QCOM UW Equity,QUALCOMM Inc,US,Information Technology,45.34,50.79,-2881,5270,31414,50796,5506,4512,22.8432,58.9494,25281,550,46.798,67778.1915,6989,104,-19978
ROP UN Equity,Roper Technologies Inc,US,Industrials,175.67,167.93,-95.242,673.406,5128.905,9432.999,920.776,885.464,28.815,60.0099,3584.9,40.036,20.955,17708.4479,1230.873,79.667,2098.4
ROST UW Equity,Ross Stores Inc,US,Consumer Discretionary,56.26,54.98,-186.48,1005.03,2394.082,4903.771,1152.91,772.204,13.734,28.3921,11721.971,0,33.578,22785.5833,1874.711,#N/A N/A,-91.207
PII UN Equity,Polaris Industries Inc,US,Consumer Discretionary,73.84,87.91,-136.712,480.076,952.283,2310.071,612.837,405.233,15.6889,28.5628,4888.672,-31.953,41.822,4840.8764,916.347,11.401,91.349
AN UN Equity,AutoNation Inc,US,Consumer Discretionary,43.25,51.47,0,461.8,2264.9,8851.4,507.5,270.7,4.3714,15.7161,20570,-105.7,34.683,4784.5243,1020.8,142.3,5345
WWAV UN Equity,WhiteWave Foods Co/The,US,Consumer Staples,37.75,38.72,0,153.374,1189.432,4275.479,285.542,5.626,8.3358,34.3445,3749.651,#N/A N/A,35.105,6651.6271,427.652,52.604,2178.914
SBUX UW Equity,Starbucks Corp,US,Consumer Discretionary,60.77,58.21,-928.6,2757.2,5819.8,12446.1,3749.1,2445.4,18.7917,59.3612,19162.7,-82.8,25.358,89824.1355,4534.8,70.5,736.1
KEY UN Equity,KeyCorp,US,Financials,11.16,10.55,-261,921,10717,95422,1104,1020,29.9549,#N/A N/A,4480,#N/A N/A,31.91,9322.6951,#N/A N/A,267,8960
MUSA UN Equity,Murphy USA Inc,US,Consumer Discretionary,57.85,63.69,0,208.001,723.44,1766.493,237.974,36.062,2.5631,7.5236,13374.493,#N/A N/A,31.944,2411.0468,426.24,33.452,424.609
AMG UN Equity,Affiliated Managers Group Inc,US,Financials,134.19,138.69,0,538.3,3605.9,7535.2,1217.9,1186.9,33.1441,#N/A N/A,2535.9,#N/A N/A,40.773,7251.2228,983,#N/A N/A,1952.8
SPLS UW Equity,Staples Inc,US,Consumer Discretionary,8.92,9.45,-307.476,33,5347,10318,837.822,462.898,1.45,26.1982,21448,-99.297,37.958,5741.1159,774.808,103,253
STT UN Equity,State Street Corp,US,Financials,55.73,54.78,-632,1778,21532,247274,-4333,-5005,20.9696,#N/A N/A,10851,#N/A N/A,34.647,22486.2812,#N/A N/A,393,-57605
USB UN Equity,US Bancorp,US,Financials,40.06,38.52,-2014,5618,45767,415943,7117,7117,39.9391,#N/A N/A,21470,#N/A N/A,23.444,70248.9999,#N/A N/A,1422,48969
JLL UN Equity,Jones Lang LaSalle Inc,US,Financials,140.72,102.07,-23.724,436.248,2534.7,5235.026,442.04,300.298,9.2283,#N/A N/A,5827.234,-322.649,31.406,6338.1465,646.258,#N/A N/A,347.01
SYMC UW Equity,Symantec Corp,US,Information Technology,19.84,19.31,-416,671,5892,12460,1280,1027,7.9942,82.1003,4866,-48,21.72,13402.4383,715,77,-1617
TROW UW Equity,T Rowe Price Group Inc,US,Financials,70.95,69.11,-1042.1,1215.3,4673.6,5266.6,1446.7,1288.5,46.1278,#N/A N/A,4170.8,#N/A N/A,25.715,17815.2163,2046.6,#N/A N/A,-1164.4
SBAC UW Equity,SBA Communications Corp,US,Telecommunication Services,99.28,94.89,0,-206.283,-1697.656,7396.757,721.092,478.877,19.9797,72.6843,1636.267,-1.354,34.483,12524.2843,987.696,316.676,8412.877
WM UN Equity,Waste Management Inc,US,Industrials,52.95,55.85,-695,1070,5257,20402,2407,1173,17.4498,36.3291,13152,-303,17.848,23641.9262,3546,#N/A N/A,8937
CBS UN Equity,CBS Corp,US,Consumer Discretionary,47.5,48.38,-306,1565,5879,24239,1610,1404,20.2607,40.5067,13657,#N/A N/A,29.893,22577.3368,3078,376,8666
ON UW Equity,ON Semiconductor Corp,US,Information Technology,8.56,8.39,0,157,1581.1,3950.1,475.9,231.6,6.4125,33.8381,3519.7,-20.6,45.901,3532.7296,579.9,44.3,850.1
AGN UN Equity,Allergan plc,US,Health Care,284.43,290.11,-138.4,3650.8,77480.1,142816.3,3786.1,3370.9,-21.3512,63.0599,14822.1,-609.5,40.229,112100.8435,2150,979.8,40612.6
WFM UW Equity,Whole Foods Market Inc,US,Consumer Staples,29.31,31.31,-184,535,3769,5741,1129,278,5.5953,35.1898,15388,-21,34.907,9614.85,1300,#N/A N/A,-327
STZ UN Equity,Constellation Brands Inc,US,Consumer Staples,152.48,141.43,-119.8,977.8,6165,15673.4,1216,510,26.1233,43.8987,6262.6,-81.5,23.937,30341.0521,1852.8,322.2,7093.9
TECH UW Equity,Bio-Techne Corp,US,Health Care,82.69,85.84,-47.528,106.536,837.947,1128.32,135.474,114.353,31.3134,67.8728,456.15,-15.932,29.552,3075.353,182.188,1.684,80.971
MDRX UW Equity,Allscripts Healthcare Solutions Inc,US,Health Care,13.78,12.52,0,-20.753,1395.578,2673.313,179.806,159.812,0.6778,40.7602,1381.646,14.703,32.066,2604.6282,176.568,31.293,563.646
XLNX UW Equity,Xilinx Inc,US,Information Technology,50.27,47.22,-312.182,578.102,2603.249,4890.35,773.663,748.536,30.4066,70.1564,2237.029,8.002,27.326,12845.9924,751.898,55.447,-1718.871
TFX UN Equity,Teleflex Inc,US,Health Care,135.69,142.82,-56.466,194.377,1941.061,3907.701,246.201,181.284,16.006,51.3604,1801.197,-1.762,21.518,5644.9569,394.283,64.493,786.222
CRL UN Equity,Charles River Laboratories International,US,Health Care,74.23,73.43,0,144.595,736.044,2032.843,286.107,224.081,14.5591,38.1227,1339,-23.557,32.549,3460.8684,290.287,14.03,778.367
XRAY UW Equity,DENTSPLY SIRONA Inc,US,Health Care,58.89,60.96,-39.36,277.27,2281.5,4402.2,563.621,485.179,14.1593,56.4081,2722.267,10.212,21.035,8246.6838,509.452,41.584,918.7
BWXT UN Equity,BWX Technologies Inc,US,Industrials,29.94,31.9,-38.775,28.673,331.484,1410.722,398.978,326.633,7.923,22.0606,1446.945,11.867,20.48,3188.0325,228.05,9.347,161.828
ZION UW Equity,Zions Bancorporation,US,Financials,22.68,21.32,-104.638,225.178,7638.095,58410.927,488.76,345.73,20.7252,#N/A N/A,2199.84,#N/A N/A,31.805,4633.3995,#N/A N/A,125.015,-7188.341
DNR UN Equity,Denbury Resources Inc,US,Energy,1.56,1.28,-87.225,-3136.738,2136.332,7355.152,1037.125,309.763,-217.1537,37.5023,1995.261,-34.121,131.164,554.503,-3756.362,162.054,3345.141
IVZ UN Equity,Invesco Ltd,US,Financials,29.93,26.74,-449.1,1036,9032.2,24962.2,738.6,604,26.3435,#N/A N/A,5159.9,#N/A N/A,31.86,12686.1988,1449.9,#N/A N/A,5768.3
TRMB UW Equity,Trimble Navigation Ltd,US,Information Technology,19.29,23.26,0,152.928,2203.2,3719.9,373.019,324.959,8.6462,52.3727,2294.53,14.16,43.708,4831.7903,397.393,#N/A N/A,635.8
INTU UW Equity,Intuit Inc,US,Information Technology,95.51,96.64,-291,418,1051,3833,1425,1227,19.0543,82.949,4293,0,24.914,25215.0568,1050,27,376
MS UN Equity,Morgan Stanley,US,Financials,25.88,24.7,-1348,3168,76420,834113,-14568,-15991,10.7761,#N/A N/A,38279,#N/A N/A,32.956,50109.4771,8659,3098,32821
BG UN Equity,Bunge Ltd,US,Consumer Staples,62.01,49.72,-237,632,6699,18439,916,227,2.7331,5.8143,46248,202,26.986,8833.8608,1826,244,3927
MCHP UW Equity,Microchip Technology Inc,US,Information Technology,44.81,44.49,-288.85,381.025,2129.381,5786.309,694.762,565.108,18.8437,57.0754,2147.26,18.706,28.32,9101.9116,682.596,84.033,686.33
ALR UN Equity,Alere Inc,US,Health Care,37.2,53.3,-21.293,190.232,2101.968,6574.165,370.963,280.602,7.3366,46.6816,2506.21,-30.331,40.96,3208.6606,462.458,210.777,3121.987
CB UN Equity,Chubb Ltd,US,Financials,113.07,115.53,-860,2706,29127,97760,3973,3973,18.9344,#N/A N/A,19050,#N/A N/A,19.718,52140.3009,#N/A N/A,274,5531
CHK UN Equity,Chesapeake Energy Corp,US,Energy,3.39,2.61,-348,-12042,4546,21286,1884,-3068,-105.1858,69.9499,14559,#N/A N/A,93.598,2254.5896,-12697,217,9808
JBL UN Equity,Jabil Circuit Inc,US,Information Technology,19.91,20.85,-63.072,343.742,2401.297,10221.152,1196.41,178.843,3.3689,8.6425,18556.754,-100.288,36.927,3793.8418,1193.318,129.287,1036.415
VAL UN Equity,Valspar Corp/The,US,Materials,78.33,78.24,-96.89,399.506,855.009,4318.575,383.2,286.074,14.7517,35.3181,4392.622,-83.098,20.403,6188.4806,740.59,81.348,1855.125
ORLY UW Equity,O'Reilly Automotive Inc,US,Consumer Discretionary,260.9,260.32,0,894.318,2002.086,6775.266,1270.198,860.894,18.6899,52.0074,7781.8,-17.615,24.842,25735.1599,1663.168,57.096,1120.079
VMI UN Equity,Valmont Industries Inc,US,Industrials,106.59,113.05,-35.794,111.139,1065.777,2489.701,274.221,230.163,7.8226,24.4852,2748.232,26.409,31.882,2455.7117,310.711,45.053,454.567
ALL UN Equity,Allstate Corp/The,US,Financials,60.6,63.46,-600,2390,20504,105849,3357,3057,11.4666,#N/A N/A,35721,#N/A N/A,19.401,23470.7547,#N/A N/A,292,4270
WLL UN Equity,Whiting Petroleum Corp,US,Energy,7.35,4.01,0,-2474.174,4850.018,11672.16,1367.252,-1616.586,-142.8554,14.8887,2347.083,318.317,116.557,1500.4491,-2130.744,297.805,5216.915
FLIR UW Equity,FLIR Systems Inc,US,Information Technology,29.24,30.96,-60.295,244.234,1624.858,2354.803,260.323,189.844,19.2875,48.9764,1553.786,-15.988,29.896,4100.8632,349.119,14.282,-163.296
EQR UN Equity,Equity Residential,US,Financials,77.09,74.49,-764.663,876.991,11227.249,23008.804,1373.148,320.35,35.9347,#N/A N/A,2706.432,#N/A N/A,22.206,28080.9453,1753.879,443.749,10765.953
BWA UN Equity,BorgWarner Inc,US,Consumer Discretionary,29.36,32.68,-138.3,624.3,3787.9,7687.1,725.8,141.9,12.0552,21.1543,7892,-192.5,40.413,6580.9027,1271.1,52.8,775.8
CE UN Equity,Celanese Corp,US,Materials,63.67,60.34,-169,518,3197,8908,892,247,9.7813,24.6313,5899,182,29.827,9341.1145,901,117,2022
NFX UN Equity,Newfield Exploration Co,US,Energy,29.07,27.23,0,-2339,2031,5513,1206,-772,-180.1219,28.3638,2133,38,49.617,4750.3967,-2883,138,2491
KBR UN Equity,KBR Inc,US,Industrials,14.26,13.83,-47,-1080,974,3651,-42,-63,-11.1172,1.27,5433,85,38.99,2057.1865,-558,#N/A N/A,-702
VIAV UW Equity,Viavi Solutions Inc,US,Information Technology,5,6.53,0,-142.6,746.3,1770.9,40.2,-49,-6.4313,54.2967,1096.2,9,33.588,1186.6225,60.1,33.9,-323.7
SLH UN Equity,Solera Holdings Inc,US,Information Technology,54.26,55.7,-55.163,-179.472,-10.793,3754.671,169.574,120.397,15.905,73.9457,1174.084,-2.453,10.615,3705.6787,355.405,141.794,2631.574
URBN UW Equity,Urban Outfitters Inc,US,Consumer Discretionary,22.88,26.49,0,231.909,1171.669,1876.535,420.487,257.46,10.489,34.9239,3442.772,-8.629,41.692,2684.3092,502.596,#N/A N/A,-158.28
AAL UW Equity,American Airlines Group Inc,US,Industrials,38.99,41,-350,4926,3762,48715,6825,899,14.4412,#N/A N/A,41520,#N/A N/A,34.748,24576.3936,7562,872,11865
SPG UN Equity,Simon Property Group Inc,US,Financials,186.28,189.73,-1788.13,1660.175,5145.916,30641.303,3017.026,503.643,50.4463,#N/A N/A,5182.602,#N/A N/A,22.289,57638.4028,3847.27,926.456,21772.193
EMN UN Equity,Eastman Chemical Co,US,Materials,61.21,64.15,-230,740,3956,15880,1505,892,12.6791,24.6009,9772,83,28.697,9096.2668,1790,270,6971
JW/A UN Equity,John Wiley & Sons Inc,US,Consumer Discretionary,41.8,43.53,-69.262,165.502,1067.673,2882.827,322.739,237.025,12.3181,72.9246,1763.894,#N/A N/A,31.963,2424.5192,332.193,16.324,580.816
HII UN Equity,Huntington Ingalls Industries Inc,US,Industrials,127.88,131.06,-77,406,1490,6042,832,672,10.9202,22.0818,7042,-139,29.06,6007.2901,942,139,634
AVB UN Equity,AvalonBay Communities Inc,US,Financials,171.49,171.64,-637.262,729.252,9829.453,16781.979,1013.213,-738.952,36.8501,#N/A N/A,1815.842,#N/A N/A,22.151,23473.0706,1142.46,181.384,5988.17
PRU UN Equity,Prudential Financial Inc,US,Financials,70.08,66.09,-1073,3426,42770,754527,19804,19804,12.0366,#N/A N/A,58588,#N/A N/A,27.442,31465.92,#N/A N/A,1876,10062
UPS UN Equity,United Parcel Service Inc,US,Industrials,93.2,96.55,-2485,3966,1948,39002,7950,5418,10.946,20.7855,58204,-233,17.677,82986.6518,8411,343,8912
AIV UN Equity,Apartment Investment & Management Co,US,Financials,39.15,36.61,-175.282,205.596,1836.701,6217.662,346.479,-21.206,26.0368,#N/A N/A,977.613,#N/A N/A,22.689,6123.9815,552.823,203.768,3890.658
WSO UN Equity,Watsco Inc,US,Industrials,116.21,127.55,-94.826,157.054,1221.565,1929.459,203.019,170.148,8.1866,24.463,4086.21,-16.97,28.16,4076.2951,353.318,#N/A N/A,279.532
WR UN Equity,Westar Energy Inc,US,Utilities,43.56,43.46,-181.759,296.142,3675.921,10584.079,758.849,69.831,24.6214,75.0728,2509.638,11.356,23.411,6156.6632,945.969,179.163,3408.103
ZBRA UW Equity,Zebra Technologies Corp,US,Information Technology,60.4,61.78,0,-182.184,914.028,5178.99,234.183,127.835,0.1763,44.4968,3489.842,-18.163,47.05,3146.8567,300.348,204.897,2785.203
MCK UN Equity,McKesson Corp,US,Health Care,160.98,155.62,-226,1797,10283,55819,4198,3656,1.8033,6.13,187716,-2312,33.13,36797.9313,4307,363,4029
SKT UN Equity,Tanger Factory Outlet Centers Inc,US,Financials,31.99,32.08,-100.572,118.919,541.276,2230.799,215.293,-22.287,32.5922,#N/A N/A,434.942,#N/A N/A,19.103,3066.158,244.201,54.637,1518.563
LMT UN Equity,Lockheed Martin Corp,US,Industrials,211,215.79,-1901,3576,2813,39617,3536,2647,12.0166,11.5357,45745,-602,18.569,64839.3509,6491,388,5112
NUAN UW Equity,Nuance Communications Inc,US,Information Technology,17.63,19.51,0,-115.01,2265.252,5585.345,487.578,429.539,2.8434,57.0431,1931.136,41.657,38.299,5478.4149,285.554,118.617,1554.87
ABC UN Equity,AmerisourceBergen Corp,US,Health Care,89.56,86.62,-253.919,-134.887,633.52,27736.157,3920.379,3688.794,0.307,2.5958,135961.803,-1478.793,19.891,18504.7815,666.97,101.986,1325.606
NWSA UW Equity,News Corp,US,Consumer Discretionary,12.97,10.82,-29,-39,11801,14756,876,465,-0.9463,#N/A N/A,8454,-86,29.59,7613.7028,424,#N/A N/A,-1898
SIG UN Equity,Signet Jewelers Ltd,US,Consumer Discretionary,116,108.4,-64.1,424,2845,6469.7,395.9,170,9.9829,36.3149,6434,-160.1,29.235,9225.7082,816.7,#N/A N/A,1511.3
CAM UN Equity,Cameron International Corp,US,Energy,65.66,65.56,0,630,5260,11609,1149,833,7.1106,29.189,9507,369,26.615,12580.3923,1033,#N/A N/A,884
COF UN Equity,Capital One Financial Corp,US,Financials,65.62,65.73,-879,3998,47685,313700,10608,10100,24.2334,#N/A N/A,24623,#N/A N/A,31.609,34912.8078,9586,1591,35941
OHI UN Equity,Omega Healthcare Investors Inc,US,Financials,31.71,32.06,-320.337,220.872,4064.651,8593.483,400.75,-1.909,56.6722,#N/A N/A,664.426,#N/A N/A,24.281,5931.149,556.855,147.128,4229.598
WAT UN Equity,Waters Corp,US,Health Care,121.21,120.31,0,469.291,1968.556,4121.244,568.364,475.429,27.3673,58.9194,2039.592,-46.902,22.367,9898.4677,644.665,36.707,-680.558
TCO UN Equity,Taubman Centers Inc,US,Financials,71.04,70.82,-438.859,522.98,122.43,3494.524,347.496,-138.141,36.4431,#N/A N/A,559.267,#N/A N/A,23.099,4278.9923,305.075,60.308,2330.162
DLTR UW Equity,Dollar Tree Inc,US,Consumer Discretionary,81.32,80.25,0,260,4142.2,16699,508.4,100.2,7.6415,31.1071,12608.7,#N/A N/A,31.708,19093.6062,1330.4,#N/A N/A,7232.6
DRI UN Equity,Darden Restaurants Inc,US,Consumer Discretionary,63.06,63.88,-278.6,368.7,1989.8,5182.3,621.7,357.2,7.7741,22.0304,6905,7.5,26.524,8086.5915,853.7,#N/A N/A,341.3
SM UN Equity,SM Energy Co,US,Energy,13.98,9.04,-6.743,224.274,2186.837,6213.861,1166.302,-844.869,26.8114,8.7911,1809.961,120.041,101.67,949.9461,1385.536,124.286,2533.803
SNDK UW Equity,SanDisk Corp,US,Information Technology,70.7,72.26,-253.821,454.9,5634.075,9073.003,1100.514,750.926,12.6251,41.2019,5756.976,129.356,42.118,14188.8889,1352.414,116.8,-1737.052
DO UN Equity,Diamond Offshore Drilling Inc,US,Energy,18.59,20.01,-173.237,69.797,4376.153,7850.496,783.408,-983.373,8.1968,25.6384,2539.151,20.167,55.235,2549.7804,718.554,86.797,2332.954
LXK UN Equity,Lexmark International Inc,US,Information Technology,28.21,31.02,-88.4,-53.9,1153.7,3983.1,192.8,78.4,-0.5603,38.0357,3605.3,1.8,46.508,1743.7842,266.2,#N/A N/A,953.9
CFR UN Equity,Cullen/Frost Bankers Inc,US,Financials,47.86,47.93,-139.364,284.987,2904.973,28341.352,467.149,296.687,32.7254,#N/A N/A,1071.436,#N/A N/A,35.544,2982.6383,#N/A N/A,13.734,-2885.611
NTAP UW Equity,NetApp Inc,US,Information Technology,21.93,24.84,-208.9,395.7,2987,8635,945.2,795.4,8.2286,61.533,5871,41.4,29.759,6411.1071,771.2,45.1,-3325
CTXS UW Equity,Citrix Systems Inc,US,Information Technology,70.46,70.65,0,283.315,2084.692,5405.483,943.244,773.678,11.0196,81.8061,3222.314,-15.429,41.79,10838.4706,744.351,43.927,244.092
HNT UN Equity,Health Net Inc/Old,US,Health Care,66.22,62.22,0,153.523,1787.817,6023.431,460,400.325,2.5196,15.7674,15965.575,-442.568,27.639,5118.4172,421.636,32.797,-2584.528
DVA UN Equity,DaVita HealthCare Partners Inc,US,Health Care,67.12,65.97,0,483.752,6089.336,18894.828,1050.536,390.5,10.1489,28.7273,13576.265,-304.671,19.857,14162.32,2006.139,403.07,7226.446
FII UN Equity,Federated Investors Inc,US,Financials,25.29,26.17,-104.756,155.48,646.155,1156.7,233.015,223.798,28.7146,#N/A N/A,900.828,#N/A N/A,25.724,2632.9966,284.104,#N/A N/A,81.968
HIG UN Equity,Hartford Financial Services Group Inc/Th,US,Financials,40.18,42.12,-298,1643,18204,231453,2991,2733,12.9214,#N/A N/A,18481,#N/A N/A,27.151,16458.1255,#N/A N/A,365,4861
IRM UN Equity,Iron Mountain Inc,US,Financials,27.54,29.38,-688.992,130.285,619.777,6669.822,491.191,204.072,17.4435,57.0591,3033.527,20.57,25.722,5815.1515,886.637,271.881,4681.395
RGA UN Equity,Reinsurance Group of America Inc,US,Financials,84.23,90.1,-91.78,530.13,6241.066,47606.12,1976.445,1952.205,9.0634,#N/A N/A,10287,#N/A N/A,23.483,5538.0717,#N/A N/A,127.215,1479.813
EL UN Equity,Estee Lauder Cos Inc/The,US,Consumer Staples,85.25,91.33,-362.1,1170.1,3502,8425.4,1823.8,1339.6,15.5816,80.5064,10984.1,-117.9,25.862,31477.4568,2118.3,#N/A N/A,986.9
YHOO UW Equity,Yahoo! Inc,US,Information Technology,29.51,31.79,0,242.247,28279.073,41134.999,-2408.497,-2906.847,-3.7653,62.5693,4947.98,-93.608,39.128,27867.9209,424.354,70.929,-5604.693
PPS UN Equity,Post Properties Inc,US,Financials,57.29,55.73,-89.447,75.471,1250.198,2288.894,166.65,29.063,28.8553,#N/A N/A,379.442,#N/A N/A,21.719,3100.7968,195.382,34.267,827.333
LYV UN Equity,Live Nation Entertainment Inc,US,Consumer Discretionary,22.7,21.99,0,-152.082,1794.897,6265.354,266.341,127.496,-0.2118,27.9422,7080.861,-52.757,23.918,4593.3531,368.579,102.741,974.711
