Unique Key,Created Date,Closed Date,Agency,Agency Name,Complaint Type,Descriptor,Location Type,Incident Zip,Incident Address,Street Name,Cross Street 1,Cross Street 2,Intersection Street 1,Intersection Street 2,Address Type,City,Landmark,Facility Type,Status,Due Date,Resolution Description,Resolution Action Updated Date,Community Board,Borough,X Coordinate (State Plane),Y Coordinate (State Plane),Park Facility Name,Park Borough,School Name,School Number,School Region,School Code,School Phone Number,School Address,School City,School State,School Zip,School Not Found,School or Citywide Complaint,Vehicle Type,Taxi Company Borough,Taxi Pick Up Location,Bridge Highway Name,Bridge Highway Direction,Road Ramp,Bridge Highway Segment,Garage Lot Name,Ferry Direction,Ferry Terminal Name,Latitude,Longitude,Location
30871791,06/17/2015 11:07:10 PM,,NYPD,New York City Police Department,Illegal Parking,Commercial Overnight Parking,Street/Sidewalk,11226,601 PARKSIDE AVENUE,PARKSIDE AVENUE,BEDFORD AVENUE,ROGERS AVENUE,,,ADDRESS,BROOKLYN,,Precinct,Assigned,06/18/2015 07:07:10 AM,Your complaint has been received by the Police Department and additional information will be available later.,06/18/2015 01:04:41 AM,09 BROOKLYN,BROOKLYN,997085,178295,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.656045978778664,-73.95374168430227,"(40.656045978778664, -73.95374168430227)"
30869860,06/17/2015 11:07:00 PM,,DEP,Department of Environmental Protection,Noise,"Noise: Boat(Engine,Music,Etc) (NR10)",,10281,,,,,SOUTH END AVENUE,LIBERTY STREET,INTERSECTION,NEW YORK,,N/A,Open,,,,01 MANHATTAN,MANHATTAN,979874,198521,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.711569953213036,-74.01578457344797,"(40.711569953213036, -74.01578457344797)"
30868728,06/17/2015 11:06:55 PM,06/18/2015 01:33:38 AM,NYPD,New York City Police Department,Noise - Commercial,Loud Music/Party,Club/Bar/Restaurant,10014,,,,,9 AVENUE,WEST   13 STREET,INTERSECTION,NEW YORK,,Precinct,Closed,06/18/2015 07:06:55 AM,The Police Department responded to the complaint and took action to fix the condition.,06/18/2015 01:33:38 AM,02 MANHATTAN,MANHATTAN,982625,208974,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.74026182990242,-74.00586402592275,"(40.74026182990242, -74.00586402592275)"
30871667,06/17/2015 11:06:19 PM,,DOHMH,Department of Health and Mental Hygiene,Food Establishment,Food Protection,Restaurant/Bar/Deli/Bakery,10012,9 GREAT JONES STREET,GREAT JONES STREET,GREAT JONES ALLEY,LAFAYETTE STREET,,,ADDRESS,NEW YORK,,N/A,Open,07/24/2015 11:06:19 PM,The Department of Health and Mental Hygiene will review your complaint to determine appropriate action.  Complaints of this type may result in agency contact and/or investigation at the time of a routine inspection.  Status will be available 37 days after the date of your complaint by calling 311. Please note your Service Request number for future reference.,,02 MANHATTAN,MANHATTAN,985935,204295,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.727419115070845,-73.9939206280258,"(40.727419115070845, -73.9939206280258)"
30871362,06/17/2015 11:06:11 PM,06/18/2015 02:47:56 AM,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,10466,4059 ELY AVENUE,ELY AVENUE,EAST 233 STREET,EDENWALD AVENUE,,,ADDRESS,BRONX,,Precinct,Closed,06/18/2015 07:06:11 AM,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,06/18/2015 02:46:49 AM,12 BRONX,BRONX,1026872,263972,Unspecified,BRONX,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.891113109561395,-73.84584380471641,"(40.891113109561395, -73.84584380471641)"
30869672,06/17/2015 11:06:00 PM,,DSNY,BCC - Brooklyn North,Derelict Bicycle,14B Derelict Bicycle,Street,11237,326 MELROSE STREET,MELROSE STREET,WILSON AVENUE,KNICKERBOCKER AVENUE,,,ADDRESS,BROOKLYN,,DSNY Garage,Open,,,,04 BROOKLYN,BROOKLYN,1004094,195508,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.70327881163886,-73.92843003841101,"(40.70327881163886, -73.92843003841101)"
30868510,06/17/2015 11:05:28 PM,,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,11373,92-40 LAMONT AVENUE,LAMONT AVENUE,ELBERTSON STREET,DENMAN STREET,,,ADDRESS,ELMHURST,,Precinct,Open,06/18/2015 07:05:28 AM,"Your complaint has been forwarded to the New York Police Department for a non-emergency response. If the police determine the vehicle is illegally parked, they will ticket the vehicle and then you may either contact a private towing company to remove the vehicle or ask your local precinct to contact 'rotation tow'. Any fees charged for towing will have to be paid by the vehicle owner. 311 will have additional information in 8 hours. Please note your service request number for future reference.",,04 QUEENS,QUEENS,1019393,210839,Unspecified,QUEENS,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.74531110987124,-73.87317221316479,"(40.74531110987124, -73.87317221316479)"
30872860,06/17/2015 11:04:15 PM,,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,10304,669 VAN DUZER STREET,VAN DUZER STREET,SHELTERVIEW DRIVE,BROAD STREET,,,ADDRESS,STATEN ISLAND,,Precinct,Open,06/18/2015 07:04:15 AM,"Your complaint has been forwarded to the New York Police Department for a non-emergency response. If the police determine the vehicle is illegally parked, they will ticket the vehicle and then you may either contact a private towing company to remove the vehicle or ask your local precinct to contact 'rotation tow'. Any fees charged for towing will have to be paid by the vehicle owner. 311 will have additional information in 8 hours. Please note your service request number for future reference.",,01 STATEN ISLAND,STATEN ISLAND,960621,166470,Unspecified,STATEN ISLAND,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.62356667558522,-74.08511928073462,"(40.62356667558522, -74.08511928073462)"
30871535,06/17/2015 11:04:06 PM,,TLC,Taxi and Limousine Commission,Taxi Complaint,Driver Complaint,,07310,260 1 ST,1 ST,,,,,,JERSEY CITY,,N/A,Open,07/01/2015 11:04:06 PM,The Taxi and Limousine Commission will contact you within 14 days to confirm your complaint details. Please note your Service Request number for future reference.,,0 Unspecified,Unspecified,,,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,Other,,,,,,,,,,
30868583,06/17/2015 11:04:00 PM,,DEP,Department of Environmental Protection,Noise,Noise: Construction Before/After Hours (NM1),,11235,,,,,BANNER AVENUE,BRIGHTON 6 STREET,INTERSECTION,BROOKLYN,,N/A,Open,,,,13 BROOKLYN,BROOKLYN,994494,151702,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.58305711406507,-73.96312019550358,"(40.58305711406507, -73.96312019550358)"
30871987,06/17/2015 11:03:54 PM,06/18/2015 12:32:50 AM,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10029,323 EAST 108 STREET,EAST 108 STREET,2 AVENUE,1 AVENUE,,,ADDRESS,NEW YORK,,Precinct,Closed,06/18/2015 07:03:54 AM,The Police Department responded to the complaint and took action to fix the condition.,06/18/2015 12:32:50 AM,11 MANHATTAN,MANHATTAN,1000768,227621,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.79142773184086,-73.94034681251257,"(40.79142773184086, -73.94034681251257)"
30868614,06/17/2015 11:03:43 PM,06/18/2015 02:16:51 AM,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,11103,42-01 NEWTOWN ROAD,NEWTOWN ROAD,42 STREET,31 AVENUE,,,ADDRESS,ASTORIA,,Precinct,Closed,06/18/2015 07:03:43 AM,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,06/18/2015 02:16:51 AM,01 QUEENS,QUEENS,1007826,216572,Unspecified,QUEENS,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.761085135861556,-73.91489629634313,"(40.761085135861556, -73.91489629634313)"
30870876,06/17/2015 11:03:38 PM,06/17/2015 11:16:27 PM,NYPD,New York City Police Department,Noise - Vehicle,Car/Truck Horn,Street/Sidewalk,10010,37 WEST 21 STREET,WEST 21 STREET,5 AVENUE,AVENUE OF THE AMERICAS,,,ADDRESS,NEW YORK,,Precinct,Closed,06/18/2015 07:03:38 AM,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,06/17/2015 11:16:27 PM,05 MANHATTAN,MANHATTAN,986517,209178,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.74082161791442,-73.99181916401928,"(40.74082161791442, -73.99181916401928)"
30872749,06/17/2015 11:03:30 PM,06/17/2015 11:19:39 PM,NYPD,New York City Police Department,Illegal Parking,Unauthorized Bus Layover,Street/Sidewalk,10017,,,,,5 AVENUE,WEST   48 STREET,INTERSECTION,NEW YORK,,Precinct,Closed,06/18/2015 07:03:30 AM,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,06/17/2015 11:19:39 PM,05 MANHATTAN,MANHATTAN,990313,215177,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.75728557318907,-73.97811527626749,"(40.75728557318907, -73.97811527626749)"
30871840,06/17/2015 11:03:00 PM,,DEP,Department of Environmental Protection,Noise,Noise: Construction Before/After Hours (NM1),,10018,,,,,8 AVENUE,WEST 38 STREET,INTERSECTION,NEW YORK,,N/A,Open,,,,04 MANHATTAN,MANHATTAN,986568,214237,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.754707287552556,-73.9916333785805,"(40.754707287552556, -73.9916333785805)"
30871267,06/17/2015 11:02:28 PM,06/17/2015 11:16:26 PM,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,11237,236 JEFFERSON STREET,JEFFERSON STREET,WILSON AVENUE,KNICKERBOCKER AVENUE,,,ADDRESS,BROOKLYN,,Precinct,Closed,06/18/2015 07:02:28 AM,The Police Department responded and upon arrival those responsible for the condition were gone.,06/17/2015 11:16:26 PM,04 BROOKLYN,BROOKLYN,1004260,195295,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.70269380301078,-73.927831971036,"(40.70269380301078, -73.927831971036)"
30874574,06/17/2015 11:02:00 PM,,DEP,Department of Environmental Protection,Noise,Noise: air condition/ventilation equipment (NV1),,11374,66-20 THORNTON PLACE,THORNTON PLACE,BURNS ST,CLYDE ST,,,ADDRESS,Rego Park,,N/A,Open,,,,06 QUEENS,QUEENS,1023644,202751,Unspecified,QUEENS,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.723093655337024,-73.85787813613311,"(40.723093655337024, -73.85787813613311)"
30876725,06/17/2015 11:01:56 PM,06/18/2015 01:29:27 AM,NYPD,New York City Police Department,Noise - Vehicle,Engine Idling,Street/Sidewalk,10472,1015 HAVEMEYER AVENUE,HAVEMEYER AVENUE,UNNAMED STREET,CHATTERTON AVENUE,,,ADDRESS,BRONX,,Precinct,Closed,06/18/2015 07:01:56 AM,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,06/18/2015 01:29:27 AM,09 BRONX,BRONX,1026562,241131,Unspecified,BRONX,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.82842302066016,-73.84710920652654,"(40.82842302066016, -73.84710920652654)"
30876844,06/17/2015 11:01:41 PM,,DOHMH,Department of Health and Mental Hygiene,Rodent,Signs of Rodents,Other (Explain Below),10451,340-342 EAST 148TH STREET,EAST 148TH STREET,,,,,LATLONG,BRONX,,N/A,Pending,07/17/2015 11:01:41 PM,The Department of Health and Mental Hygiene will review your complaint to determine appropriate action.  Complaints of this type usually result in an inspection.  Please call 311 in 30 days from the date of your complaint for status,06/17/2015 11:04:17 PM,01 BRONX,BRONX,1006294,236572,Unspecified,BRONX,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.81598370129173,-73.92036080924709,"(40.81598370129173, -73.92036080924709)"
30871922,06/17/2015 11:01:38 PM,06/18/2015 01:40:00 AM,NYPD,New York City Police Department,Noise - Commercial,Loud Music/Party,Club/Bar/Restaurant,11226,1805 NOSTRAND AVENUE,NOSTRAND AVENUE,CLARENDON ROAD,AVENUE D,,,ADDRESS,BROOKLYN,,Precinct,Closed,06/18/2015 07:01:38 AM,The Police Department responded to the complaint and determined that police action was not necessary.,06/18/2015 01:40:00 AM,17 BROOKLYN,BROOKLYN,998514,173133,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.641875223706364,-73.94860237682073,"(40.641875223706364, -73.94860237682073)"
30874422,06/17/2015 11:01:08 PM,,NYPD,New York City Police Department,Noise - Commercial,Loud Music/Party,Store/Commercial,10466,,,,,EAST  241 STREET,BAYCHESTER AVENUE,INTERSECTION,BRONX,,Precinct,Open,06/18/2015 07:01:08 AM,Your complaint has been forwarded to the New York Police Department for a non-emergency response. 311 will have additional information in 8 hours. Please note your service request number for future reference.,,12 BRONX,BRONX,1026563,267763,Unspecified,BRONX,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.90151966691322,-73.84693744201888,"(40.90151966691322, -73.84693744201888)"
30872073,06/17/2015 11:01:07 PM,,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Talking,Street/Sidewalk,11412,105-41 189 STREET,189 STREET,LUDLUM AVENUE,BRINKERHOFF AVENUE,,,ADDRESS,SAINT ALBANS,,Precinct,Assigned,06/18/2015 07:01:07 AM,Your complaint has been received by the Police Department and additional information will be available later.,06/17/2015 11:08:46 PM,12 QUEENS,QUEENS,1048622,196177,Unspecified,QUEENS,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.70490316145841,-73.76782812393073,"(40.70490316145841, -73.76782812393073)"
30870558,06/17/2015 11:00:53 PM,,CHALL,CHALL,Opinion for the Mayor,HOUSING,,,,,,,,,,,,,Email Sent,07/01/2015 11:01:42 PM,"Your comments have been submitted to the Mayor’s Office. If you provided contact information, the agency will contact you within 14 days. No further status will be available at 311.",,0 Unspecified,Unspecified,,,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,1-1-1116876517,,,,,,
30868698,06/17/2015 11:00:39 PM,06/18/2015 01:05:52 AM,NYPD,New York City Police Department,Noise - Commercial,Loud Music/Party,Club/Bar/Restaurant,10280,375 SOUTH END AVENUE,SOUTH END AVENUE,ALBANY STREET,LIBERTY STREET,,,ADDRESS,NEW YORK,,Precinct,Closed,06/18/2015 07:00:39 AM,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,06/18/2015 01:05:52 AM,01 MANHATTAN,MANHATTAN,979835,198402,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.711243307134744,-74.01592517145173,"(40.711243307134744, -74.01592517145173)"
30876160,06/17/2015 11:00:33 PM,06/17/2015 11:17:33 PM,DPR,Department of Parks and Recreation,DPR Internal,Property,Park,10021,,,,,,,,NEW YORK,,N/A,Closed,07/01/2015 11:00:33 PM,The reported condition was inspected and a report has been filed.,06/17/2015 11:17:33 PM,Unspecified MANHATTAN,MANHATTAN,,,Central Park,MANHATTAN,Central Park,M010,,,2124080100,"5th Avenue to Central Park West, 59th to 110th Streets",NEW YORK,NY,10021,,,,,,,,,,,,,,,
30869914,06/17/2015 11:00:17 PM,,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Talking,Street/Sidewalk,10456,1161 SHERMAN AVENUE,SHERMAN AVENUE,MC CLELLAN STREET,EAST 167 STREET,,,ADDRESS,BRONX,,Precinct,Assigned,06/18/2015 07:00:17 AM,Your complaint has been received by the Police Department and additional information will be available later.,06/18/2015 02:52:07 AM,04 BRONX,BRONX,1007360,242697,Unspecified,BRONX,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.83279235518194,-73.91648853719205,"(40.83279235518194, -73.91648853719205)"
30871813,06/17/2015 11:00:00 PM,,DEP,Department of Environmental Protection,Noise,"Noise, Barking Dog (NR5)",,11225,54 HAWTHORNE STREET,HAWTHORNE STREET,FLATBUSH AVE,BEDFORD AVE,,,ADDRESS,BROOKLYN,,N/A,Open,,,,09 BROOKLYN,BROOKLYN,995773,178762,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.65732959576659,-73.95846943331652,"(40.65732959576659, -73.95846943331652)"
30874136,06/17/2015 10:59:52 PM,06/18/2015 03:19:46 AM,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,11385,74-43 64 LANE,64 LANE,74 AVENUE,COOPER AVENUE,,,ADDRESS,RIDGEWOOD,,Precinct,Closed,06/18/2015 06:59:52 AM,The Police Department issued a summons in response to the complaint.,06/17/2015 11:37:49 PM,05 QUEENS,QUEENS,1014630,194353,Unspecified,QUEENS,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.700078709542026,-73.89043582997056,"(40.700078709542026, -73.89043582997056)"
30872000,06/17/2015 10:59:22 PM,06/17/2015 11:05:22 PM,NYPD,New York City Police Department,Noise - Commercial,Loud Music/Party,Club/Bar/Restaurant,11206,921 BROADWAY,BROADWAY,STOCKTON STREET,MELROSE STREET,,,ADDRESS,BROOKLYN,,Precinct,Closed,06/18/2015 06:59:22 AM,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,06/17/2015 11:05:22 PM,04 BROOKLYN,BROOKLYN,1001951,193402,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.697502881906864,-73.93616457832579,"(40.697502881906864, -73.93616457832579)"
30868620,06/17/2015 10:58:43 PM,06/18/2015 02:35:08 AM,NYPD,New York City Police Department,Illegal Parking,Commercial Overnight Parking,Street/Sidewalk,11385,82-56 89 STREET,89 STREET,MYRTLE AVENUE,FOREST PARK BOUNDARY,,,ADDRESS,RIDGEWOOD,,Precinct,Closed,06/18/2015 06:58:43 AM,The Police Department responded to the complaint and took action to fix the condition.,06/17/2015 11:37:49 PM,05 QUEENS,QUEENS,1024109,195148,Unspecified,QUEENS,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.70222317659119,-73.8562455709551,"(40.70222317659119, -73.8562455709551)"
30872499,06/17/2015 10:58:35 PM,,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,11369,32-61 87 STREET,87 STREET,32 AVENUE,NORTHERN BOULEVARD,,,ADDRESS,EAST ELMHURST,,Precinct,Assigned,06/18/2015 06:58:35 AM,Your complaint has been received by the Police Department and additional information will be available later.,06/17/2015 11:08:44 PM,03 QUEENS,QUEENS,1017254,215074,Unspecified,QUEENS,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.7569433453108,-73.88087086817181,"(40.7569433453108, -73.88087086817181)"
