Date,Price,YTD,Citi,HSBC,Morgan Stanley,Nomura,JPMorgan,Credit Suisse,Macquarie,Barclays,Standard Chartered,BNP Paribas Equity Research,Jefferies,China International Capital Corp,BofAML,UBS,Goldman Sachs
4/2/2013,10.28,-0.063752277,neutral,underweight,Underwt/In-Line,reduce,underweight,neutral,neutral,overweight,outperform,hold,buy,accumulate,buy,buy,neutral/neutral
4/3/2013,10.28,-0.063752277,neutral,underweight,Underwt/In-Line,reduce,underweight,neutral,neutral,overweight,outperform,hold,buy,accumulate,buy,buy,neutral/neutral
4/4/2013,10.28,-0.063752277,neutral,underweight,Underwt/In-Line,reduce,underweight,neutral,neutral,overweight,outperform,hold,buy,accumulate,buy,buy,neutral/neutral
4/5/2013,9.85,-0.10291439,neutral,underweight,Underwt/In-Line,reduce,underweight,neutral,neutral,overweight,outperform,hold,buy,accumulate,buy,buy,neutral/neutral
4/6/2013,9.85,-0.10291439,neutral,underweight,Underwt/In-Line,reduce,underweight,neutral,neutral,overweight,outperform,hold,buy,accumulate,buy,buy,neutral/neutral
4/7/2013,9.85,-0.10291439,neutral,underweight,Underwt/In-Line,reduce,underweight,neutral,neutral,overweight,outperform,hold,buy,accumulate,buy,buy,neutral/neutral
4/8/2013,9.89,-0.099271403,neutral,underweight,Underwt/In-Line,reduce,underweight,neutral,neutral,overweight,outperform,hold,buy,accumulate,buy,buy,neutral/neutral
4/9/2013,10,-0.089253188,neutral,underweight,Underwt/In-Line,reduce,underweight,neutral,neutral,#N/A,outperform,hold,buy,accumulate,buy,buy,neutral/neutral
4/10/2013,10.02,-0.087431694,neutral,underweight,Underwt/In-Line,reduce,underweight,neutral,neutral,#N/A,outperform,hold,buy,accumulate,buy,buy,neutral/neutral
4/11/2013,9.98,-0.091074681,neutral,underweight,Underwt/In-Line,reduce,underweight,neutral,neutral,#N/A,outperform,hold,buy,accumulate,buy,buy,neutral/neutral
4/12/2013,9.9,-0.098360656,neutral,underweight,Underwt/In-Line,reduce,underweight,neutral,neutral,#N/A,outperform,hold,buy,accumulate,buy,buy,neutral/neutral
4/13/2013,9.9,-0.098360656,neutral,underweight,Underwt/In-Line,reduce,underweight,neutral,neutral,#N/A,outperform,hold,buy,accumulate,buy,buy,neutral/neutral
4/14/2013,9.9,-0.098360656,neutral,underweight,Underwt/In-Line,reduce,underweight,neutral,neutral,#N/A,outperform,hold,buy,accumulate,buy,buy,neutral/neutral
4/15/2013,9.67,-0.119307832,neutral,underweight,Underwt/In-Line,reduce,underweight,neutral,neutral,#N/A,outperform,hold,buy,accumulate,buy,buy,neutral/neutral
4/16/2013,9.49,-0.135701275,neutral,underweight,Underwt/In-Line,reduce,underweight,neutral,neutral,#N/A,outperform,hold,buy,accumulate,buy,buy,neutral/neutral
4/17/2013,9.36,-0.147540984,neutral,underweight,Underwt/In-Line,reduce,underweight,neutral,neutral,#N/A,outperform,hold,buy,accumulate,buy,buy,neutral/neutral
4/18/2013,9.31,-0.152094718,neutral,underweight,Underwt/In-Line,reduce,underweight,neutral,neutral,#N/A,outperform,hold,buy,accumulate,buy,buy,neutral/neutral
4/19/2013,9.47,-0.137522769,neutral,underweight,Underwt/In-Line,reduce,underweight,neutral,neutral,#N/A,outperform,hold,buy,accumulate,buy,buy,neutral/neutral
4/20/2013,9.47,-0.137522769,neutral,underweight,Underwt/In-Line,reduce,underweight,neutral,neutral,#N/A,outperform,hold,buy,accumulate,buy,buy,neutral/neutral
4/21/2013,9.47,-0.137522769,neutral,underweight,Underwt/In-Line,reduce,underweight,neutral,neutral,#N/A,outperform,hold,buy,accumulate,buy,buy,neutral/neutral
4/22/2013,9.52,-0.132969035,neutral,underweight,Equalwt/In-Line,reduce,underweight,neutral,neutral,#N/A,outperform,hold,buy,accumulate,buy,buy,neutral/neutral
4/23/2013,9.41,-0.14298725,neutral,underweight,Equalwt/Attractive,neutral,underweight,neutral,neutral,#N/A,outperform,hold,buy,accumulate,buy,buy,neutral/neutral
4/24/2013,9.56,-0.129326047,neutral,underweight,Equalwt/Attractive,neutral,underweight,neutral,neutral,#N/A,outperform,hold,buy,accumulate,buy,buy,neutral/neutral
4/25/2013,9.69,-0.117486339,neutral,underweight,Equalwt/Attractive,neutral,underweight,neutral,neutral,#N/A,outperform,hold,buy,accumulate,buy,buy,neutral/neutral
4/26/2013,9.88,-0.100182149,neutral,underweight,Equalwt/Attractive,neutral,underweight,neutral,neutral,#N/A,outperform,hold,buy,accumulate,buy,buy,neutral/neutral
4/27/2013,9.88,-0.100182149,neutral,underweight,Equalwt/Attractive,neutral,underweight,neutral,neutral,#N/A,outperform,hold,buy,accumulate,buy,buy,neutral/neutral
4/28/2013,9.88,-0.100182149,neutral,underweight,Equalwt/Attractive,neutral,underweight,neutral,neutral,#N/A,outperform,hold,buy,accumulate,buy,buy,neutral/neutral
4/29/2013,9.83,-0.104735883,neutral,underweight,Equalwt/Attractive,neutral,underweight,neutral,neutral,#N/A,outperform,hold,buy,accumulate,buy,buy,neutral/neutral
4/30/2013,9.87,-0.101092896,neutral,underweight,Equalwt/Attractive,neutral,underweight,neutral,neutral,#N/A,outperform,hold,buy,accumulate,buy,buy,neutral/neutral
5/1/2013,9.87,-0.101092896,neutral,underweight,Equalwt/Attractive,neutral,underweight,neutral,neutral,#N/A,outperform,hold,buy,accumulate,buy,buy,neutral/neutral
5/2/2013,9.66,-0.120218579,neutral,underweight,Equalwt/Attractive,neutral,underweight,neutral,neutral,#N/A,outperform,hold,buy,accumulate,buy,buy,neutral/neutral
5/3/2013,9.53,-0.132058288,neutral,underweight,Equalwt/Attractive,neutral,underweight,neutral,neutral,#N/A,outperform,hold,buy,accumulate,buy,buy,neutral/neutral
5/4/2013,9.53,-0.132058288,neutral,underweight,Equalwt/Attractive,neutral,underweight,neutral,neutral,#N/A,outperform,hold,buy,accumulate,buy,buy,neutral/neutral
5/5/2013,9.53,-0.132058288,neutral,underweight,Equalwt/Attractive,neutral,underweight,neutral,neutral,#N/A,outperform,hold,buy,accumulate,buy,buy,neutral/neutral
5/6/2013,9.73,-0.113843352,neutral,underweight,Equalwt/Attractive,neutral,underweight,neutral,neutral,#N/A,outperform,hold,buy,accumulate,buy,buy,neutral/neutral
5/7/2013,9.97,-0.091985428,neutral,underweight,Equalwt/Attractive,neutral,underweight,neutral,neutral,#N/A,outperform,hold,buy,accumulate,buy,buy,neutral/neutral
5/8/2013,10.26,-0.06557377,neutral,underweight,Equalwt/Attractive,neutral,suspended coverage,neutral,neutral,#N/A,outperform,hold,buy,accumulate,buy,buy,neutral/neutral
5/9/2013,10.24,-0.067395264,neutral,underweight,Equalwt/Attractive,neutral,suspended coverage,neutral,neutral,#N/A,outperform,hold,buy,accumulate,buy,buy,neutral/neutral
5/10/2013,10.26,-0.06557377,neutral,underweight,Equalwt/Attractive,neutral,suspended coverage,neutral,neutral,#N/A,outperform,hold,buy,accumulate,buy,buy,neutral/neutral
5/11/2013,10.26,-0.06557377,neutral,underweight,Equalwt/Attractive,neutral,suspended coverage,neutral,neutral,#N/A,outperform,hold,buy,accumulate,buy,buy,neutral/neutral
5/12/2013,10.26,-0.06557377,neutral,underweight,Equalwt/Attractive,neutral,suspended coverage,neutral,neutral,#N/A,outperform,hold,buy,accumulate,buy,buy,neutral/neutral
5/13/2013,10.06,-0.083788707,neutral,underweight,Equalwt/Attractive,neutral,suspended coverage,neutral,neutral,#N/A,outperform,hold,buy,accumulate,buy,buy,neutral/neutral
5/14/2013,10,-0.089253188,neutral,underweight,Equalwt/Attractive,neutral,suspended coverage,neutral,neutral,#N/A,outperform,hold,buy,accumulate,buy,buy,neutral/neutral
5/15/2013,10.02,-0.087431694,neutral,underweight,Equalwt/Attractive,neutral,suspended coverage,neutral,neutral,#N/A,outperform,hold,buy,accumulate,buy,buy,neutral/neutral
5/16/2013,9.81,-0.106557377,neutral,underweight,Equalwt/Attractive,neutral,suspended coverage,neutral,neutral,#N/A,outperform,hold,buy,accumulate,buy,buy,neutral/neutral
5/17/2013,9.81,-0.106557377,neutral,underweight,Equalwt/Attractive,neutral,suspended coverage,neutral,neutral,#N/A,outperform,hold,buy,accumulate,buy,buy,neutral/neutral
5/18/2013,9.81,-0.106557377,neutral,underweight,Equalwt/Attractive,neutral,suspended coverage,neutral,neutral,#N/A,outperform,hold,buy,accumulate,buy,buy,neutral/neutral
5/19/2013,9.81,-0.106557377,neutral,underweight,Equalwt/Attractive,neutral,suspended coverage,neutral,neutral,#N/A,outperform,hold,buy,accumulate,buy,buy,neutral/neutral
5/20/2013,9.93,-0.095628415,neutral,underweight,Equalwt/Attractive,neutral,suspended coverage,neutral,neutral,#N/A,outperform,hold,buy,accumulate,buy,buy,neutral/neutral
5/21/2013,9.82,-0.10564663,neutral,underweight,Equalwt/Attractive,neutral,suspended coverage,neutral,underperform,#N/A,outperform,hold,buy,accumulate,buy,buy,neutral/neutral
5/22/2013,9.71,-0.115664845,neutral,underweight,Equalwt/Attractive,neutral,suspended coverage,neutral,underperform,#N/A,outperform,hold,buy,accumulate,buy,buy,neutral/neutral
5/23/2013,9.43,-0.141165756,neutral,underweight,Equalwt/Attractive,neutral,suspended coverage,neutral,underperform,#N/A,outperform,hold,buy,accumulate,buy,buy,neutral/neutral
5/24/2013,9.45,-0.139344262,neutral,underweight,Equalwt/Attractive,neutral,suspended coverage,neutral,underperform,#N/A,outperform,hold,buy,accumulate,buy,buy,neutral/neutral
5/25/2013,9.45,-0.139344262,neutral,underweight,Equalwt/Attractive,neutral,suspended coverage,neutral,underperform,#N/A,outperform,hold,buy,accumulate,buy,buy,neutral/neutral
5/26/2013,9.45,-0.139344262,neutral,underweight,Equalwt/Attractive,neutral,suspended coverage,neutral,underperform,#N/A,outperform,hold,buy,accumulate,buy,buy,neutral/neutral
5/27/2013,9.5,-0.134790528,neutral,underweight,Equalwt/Attractive,neutral,suspended coverage,neutral,underperform,#N/A,outperform,hold,buy,accumulate,buy,buy,neutral/neutral
5/28/2013,9.55,-0.130236794,neutral,underweight,Equalwt/Attractive,neutral,suspended coverage,neutral,underperform,#N/A,outperform,hold,buy,accumulate,buy,buy,neutral/neutral
5/29/2013,9.27,-0.155737705,neutral,underweight,Equalwt/Attractive,neutral,suspended coverage,neutral,underperform,#N/A,outperform,hold,buy,accumulate,buy,buy,neutral/neutral
5/30/2013,9.24,-0.158469945,neutral,underweight,Equalwt/Attractive,neutral,suspended coverage,neutral,underperform,#N/A,outperform,hold,buy,accumulate,buy,buy,neutral/neutral
5/31/2013,9.04,-0.176684882,neutral,underweight,Equalwt/Attractive,neutral,suspended coverage,neutral,underperform,#N/A,outperform,hold,buy,accumulate,buy,buy,neutral/neutral
6/1/2013,9.04,-0.176684882,neutral,underweight,Equalwt/Attractive,neutral,suspended coverage,neutral,underperform,#N/A,outperform,hold,buy,accumulate,buy,buy,neutral/neutral
6/2/2013,9.04,-0.176684882,neutral,underweight,Equalwt/Attractive,neutral,suspended coverage,neutral,underperform,#N/A,outperform,hold,buy,accumulate,buy,buy,neutral/neutral
6/3/2013,9,-0.180327869,neutral,underweight,Equalwt/Attractive,neutral,suspended coverage,neutral,underperform,#N/A,outperform,hold,buy,accumulate,buy,buy,neutral/neutral
6/4/2013,9.07,-0.173952641,neutral,underweight,Equalwt/Attractive,neutral,suspended coverage,neutral,underperform,#N/A,outperform,hold,buy,accumulate,buy,buy,neutral/neutral
6/5/2013,9,-0.180327869,neutral,underweight,Equalwt/Attractive,neutral,suspended coverage,neutral,underperform,#N/A,outperform,hold,buy,accumulate,buy,buy,neutral/neutral
6/6/2013,8.93,-0.186703097,neutral,underweight,Equalwt/Attractive,neutral,suspended coverage,neutral,underperform,#N/A,outperform,hold,buy,accumulate,buy,buy,neutral/neutral
6/7/2013,8.89,-0.190346084,neutral,underweight,Equalwt/Attractive,neutral,suspended coverage,neutral,underperform,#N/A,outperform,hold,buy,accumulate,buy,buy,neutral/neutral
6/8/2013,8.89,-0.190346084,neutral,underweight,Equalwt/Attractive,neutral,suspended coverage,neutral,underperform,#N/A,outperform,hold,buy,accumulate,buy,buy,neutral/neutral
6/9/2013,8.89,-0.190346084,neutral,underweight,Equalwt/Attractive,neutral,suspended coverage,neutral,underperform,#N/A,outperform,hold,buy,accumulate,buy,buy,neutral/neutral
6/10/2013,8.79,-0.199453552,neutral,underweight,Equalwt/Attractive,neutral,suspended coverage,neutral,underperform,#N/A,outperform,hold,buy,accumulate,buy,buy,neutral/neutral
6/11/2013,8.64,-0.213114754,neutral,underweight,Equalwt/Attractive,neutral,suspended coverage,neutral,underperform,#N/A,outperform,hold,buy,accumulate,buy,buy,neutral/neutral
6/12/2013,8.64,-0.213114754,neutral,underweight,Equalwt/Attractive,neutral,suspended coverage,neutral,underperform,#N/A,outperform,hold,buy,accumulate,buy,buy,neutral/neutral
6/13/2013,8.31,-0.243169399,neutral,underweight,Equalwt/Attractive,neutral,suspended coverage,neutral,underperform,#N/A,outperform,hold,buy,accumulate,buy,buy,neutral/neutral
6/14/2013,8.27,-0.246812386,neutral,underweight,Equalwt/Attractive,neutral,suspended coverage,neutral,underperform,#N/A,outperform,hold,buy,accumulate,buy,buy,neutral/neutral
6/15/2013,8.27,-0.246812386,neutral,underweight,Equalwt/Attractive,neutral,suspended coverage,neutral,underperform,#N/A,outperform,hold,buy,accumulate,buy,buy,neutral/neutral
6/16/2013,8.27,-0.246812386,neutral,underweight,Equalwt/Attractive,neutral,suspended coverage,neutral,underperform,#N/A,outperform,hold,buy,accumulate,buy,buy,neutral/neutral
6/17/2013,8.52,-0.224043716,neutral,underweight,Equalwt/Attractive,neutral,suspended coverage,neutral,underperform,#N/A,outperform,hold,buy,accumulate,buy,buy,neutral/neutral
6/18/2013,8.59,-0.217668488,neutral,underweight,Equalwt/Attractive,neutral,suspended coverage,neutral,underperform,#N/A,outperform,hold,buy,accumulate,buy,buy,neutral/neutral
6/19/2013,8.41,-0.234061931,neutral,underweight,Equalwt/Attractive,neutral,suspended coverage,neutral,underperform,#N/A,outperform,hold,buy,accumulate,buy,buy,neutral/neutral
6/20/2013,8.22,-0.25136612,neutral,underweight,Equalwt/Attractive,neutral,suspended coverage,neutral,underperform,#N/A,outperform,hold,buy,accumulate,buy,buy,neutral/neutral
6/21/2013,8.11,-0.261384335,neutral,underweight,Equalwt/Attractive,neutral,suspended coverage,neutral,underperform,#N/A,outperform,hold,buy,accumulate,buy,buy,neutral/neutral
6/22/2013,8.11,-0.261384335,neutral,underweight,Equalwt/Attractive,neutral,suspended coverage,neutral,underperform,#N/A,outperform,hold,buy,accumulate,buy,buy,neutral/neutral
6/23/2013,8.11,-0.261384335,neutral,underweight,Equalwt/Attractive,neutral,suspended coverage,neutral,underperform,#N/A,outperform,hold,buy,accumulate,buy,buy,neutral/neutral
6/24/2013,7.91,-0.279599271,neutral,underweight,Equalwt/Attractive,neutral,suspended coverage,neutral,underperform,#N/A,outperform,hold,buy,accumulate,buy,buy,neutral/neutral
6/25/2013,7.86,-0.284153005,neutral,underweight,Equalwt/Attractive,neutral,suspended coverage,neutral,underperform,#N/A,outperform,hold,buy,accumulate,buy,buy,neutral/neutral
6/26/2013,7.96,-0.275045537,neutral,underweight,Equalwt/Attractive,neutral,suspended coverage,neutral,neutral,#N/A,outperform,hold,buy,accumulate,buy,buy,neutral/neutral
6/27/2013,7.98,-0.273224044,neutral,underweight,Equalwt/Attractive,neutral,suspended coverage,neutral,neutral,#N/A,outperform,hold,buy,accumulate,buy,buy,neutral/neutral
6/28/2013,8.25,-0.24863388,neutral,underweight,Equalwt/Attractive,neutral,suspended coverage,neutral,neutral,#N/A,outperform,hold,buy,accumulate,buy,buy,neutral/neutral
6/29/2013,8.25,-0.24863388,neutral,underweight,Equalwt/Attractive,neutral,suspended coverage,neutral,neutral,#N/A,outperform,hold,buy,accumulate,buy,buy,neutral/neutral
6/30/2013,8.25,-0.24863388,neutral,underweight,Equalwt/Attractive,neutral,suspended coverage,neutral,neutral,#N/A,outperform,hold,buy,accumulate,buy,buy,neutral/neutral
7/1/2013,8.25,-0.24863388,neutral,underweight,Overwt/Attractive,neutral,suspended coverage,neutral,neutral,#N/A,outperform,buy,buy,accumulate,buy,buy,neutral/neutral
7/2/2013,8.8,-0.198542805,neutral,overweight,Overwt/Attractive,neutral,overweight,outperform,neutral,#N/A,outperform,buy,buy,accumulate,buy,buy,neutral/neutral
7/3/2013,8.8,-0.198542805,neutral,overweight,Overwt/Attractive,neutral,overweight,outperform,neutral,#N/A,outperform,buy,buy,accumulate,buy,buy,neutral/neutral
7/4/2013,8.96,-0.183970856,neutral,overweight,Overwt/Attractive,neutral,overweight,outperform,neutral,#N/A,outperform,buy,buy,accumulate,buy,buy,neutral/neutral
7/5/2013,8.97,-0.183060109,neutral,overweight,Overwt/Attractive,neutral,overweight,outperform,neutral,#N/A,outperform,buy,buy,accumulate,buy,buy,neutral/neutral
7/6/2013,8.97,-0.183060109,neutral,overweight,Overwt/Attractive,neutral,overweight,outperform,neutral,#N/A,outperform,buy,buy,accumulate,buy,buy,neutral/neutral
7/7/2013,8.97,-0.183060109,neutral,overweight,Overwt/Attractive,neutral,overweight,outperform,neutral,#N/A,outperform,buy,buy,accumulate,buy,buy,neutral/neutral
7/8/2013,8.9,-0.189435337,neutral,overweight,Overwt/Attractive,neutral,overweight,outperform,neutral,#N/A,outperform,buy,buy,accumulate,buy,buy,neutral/neutral
7/9/2013,8.98,-0.182149362,neutral,overweight,Overwt/Attractive,neutral,overweight,outperform,neutral,#N/A,outperform,buy,buy,accumulate,buy,buy,neutral/neutral
7/10/2013,9.12,-0.169398907,neutral,overweight,Overwt/Attractive,neutral,overweight,outperform,neutral,#N/A,outperform,buy,buy,accumulate,buy,buy,neutral/neutral
7/11/2013,9.35,-0.14845173,neutral,overweight,Overwt/Attractive,neutral,overweight,outperform,neutral,#N/A,outperform,buy,buy,accumulate,buy,buy,neutral/neutral
7/12/2013,9.25,-0.157559199,neutral,overweight,Overwt/Attractive,neutral,overweight,outperform,neutral,#N/A,outperform,buy,buy,accumulate,buy,buy,neutral/neutral
7/13/2013,9.25,-0.157559199,neutral,overweight,Overwt/Attractive,neutral,overweight,outperform,neutral,#N/A,outperform,buy,buy,accumulate,buy,buy,neutral/neutral
7/14/2013,9.25,-0.157559199,neutral,overweight,Overwt/Attractive,neutral,overweight,outperform,neutral,#N/A,outperform,buy,buy,accumulate,buy,buy,neutral/neutral
7/15/2013,9.18,-0.163934426,neutral,overweight,Overwt/Attractive,neutral,overweight,outperform,neutral,#N/A,outperform,buy,buy,accumulate,buy,buy,neutral/neutral
