customerid,datecreated,source,mailinglist,testgroup,orgid,parentid
3937,1348528904, PERSONAL_PROJECTS  ,0,0,34,               NULL 
11959,1348529652, GUEST_INVITE       ,1,1,105,5093
8874,1348538752, GUEST_INVITE       ,0,0,9,465
10853,1348538896, ORG_INVITE         ,0,0,171,2139
9760,1348541553, GUEST_INVITE       ,1,0,165,4622
2540,1348558112, GUEST_INVITE       ,0,0,4,7266
5922,1348565324, ORG_INVITE         ,0,0,126,5922
7131,1348577030, SIGNUP_GOOGLE_AUTH ,0,0,34,               NULL 
4347,1348577746, ORG_INVITE         ,1,1,23,3734
37,1348583843, SIGNUP             ,0,0,276,               NULL 
1407,1348609098, GUEST_INVITE       ,0,0,44,9294
8012,1348634509, ORG_INVITE         ,0,0,344,3415
1262,1348637049, PERSONAL_PROJECTS  ,0,0,254,               NULL 
764,1348644813, PERSONAL_PROJECTS  ,1,1,0,               NULL 
3543,1348646839, ORG_INVITE         ,0,0,6,4302
4559,1348647694, SIGNUP             ,0,0,26,               NULL 
3037,1348683270, SIGNUP_GOOGLE_AUTH ,0,0,17,               NULL 
4802,1348694350, SIGNUP             ,1,0,70,               NULL 
4263,1348697230, GUEST_INVITE       ,0,0,4,8856
5497,1348697238, SIGNUP_GOOGLE_AUTH ,0,0,409,               NULL 
596,1348699383, ORG_INVITE         ,0,0,342,3233
99,1348702022, ORG_INVITE         ,0,1,335,1261
7293,1348711153, ORG_INVITE         ,0,0,116,2962
5008,1348721254, PERSONAL_PROJECTS  ,0,0,377,               NULL 
7618,1348734509, GUEST_INVITE       ,0,0,259,2722
9581,1348736421, PERSONAL_PROJECTS  ,0,0,82,               NULL 
11487,1348736650, PERSONAL_PROJECTS  ,1,1,90,               NULL 
7324,1348739638, SIGNUP             ,0,0,249,               NULL 
2557,1348750969, GUEST_INVITE       ,0,0,278,966
1194,1348754512, GUEST_INVITE       ,0,0,196,9223
4773,1348755538, ORG_INVITE         ,0,0,180,1321
6838,1348765637, ORG_INVITE         ,1,1,130,451
11482,1348769750, ORG_INVITE         ,0,0,370,2622
9040,1348771476, ORG_INVITE         ,1,1,98,11631
8330,1348776291, PERSONAL_PROJECTS  ,0,0,363,               NULL 
8169,1348783077, PERSONAL_PROJECTS  ,0,0,39,               NULL 
2122,1348787064, ORG_INVITE         ,1,0,344,651
11274,1348797010, SIGNUP_GOOGLE_AUTH ,1,0,4,               NULL 
1800,1348826468, PERSONAL_PROJECTS  ,1,0,2,               NULL 
5656,1348827728, ORG_INVITE         ,1,0,216,5579
3336,1348834562, PERSONAL_PROJECTS  ,0,0,306,               NULL 
5597,1348845929, PERSONAL_PROJECTS  ,0,0,66,               NULL 
4837,1348854638, ORG_INVITE         ,0,0,214,6521
2871,1348854735, SIGNUP_GOOGLE_AUTH ,1,1,47,               NULL 
2904,1348856606, ORG_INVITE         ,0,0,60,2354
11751,1348857882, PERSONAL_PROJECTS  ,0,0,228,               NULL 
10445,1348862554, GUEST_INVITE       ,1,1,29,9101
2020,1348873055, ORG_INVITE         ,1,1,169,11447
9325,1348875244, SIGNUP_GOOGLE_AUTH ,0,0,252,               NULL 
8500,1348876201, SIGNUP             ,0,0,267,               NULL 
11848,1348889955, SIGNUP             ,0,0,304,               NULL 
7603,1348890252, GUEST_INVITE       ,0,0,56,9167
8912,1348892049, GUEST_INVITE       ,0,0,166,3428
3005,1348894020, SIGNUP             ,0,0,17,               NULL 
5281,1348919648, SIGNUP_GOOGLE_AUTH ,0,0,146,               NULL 
3002,1348922699, SIGNUP_GOOGLE_AUTH ,0,0,191,               NULL 
8910,1348922948, SIGNUP_GOOGLE_AUTH ,0,0,63,               NULL 
7189,1348923758, SIGNUP             ,0,0,187,               NULL 
6713,1348940329, GUEST_INVITE       ,0,0,369,8625
10531,1348943735, GUEST_INVITE       ,0,0,230,10879
8322,1348955702, ORG_INVITE         ,1,0,161,8322
4974,1348960886, SIGNUP             ,0,0,199,               NULL 
1096,1348969312, PERSONAL_PROJECTS  ,0,0,94,               NULL 
8006,1348970903, ORG_INVITE         ,0,0,15,1552
1202,1348974449, ORG_INVITE         ,0,0,297,1314
10774,1348980675, ORG_INVITE         ,1,1,94,1525
11598,1348983087, SIGNUP             ,0,0,392,               NULL 
5217,1348985915, ORG_INVITE         ,0,0,17,3795
3842,1348990175, PERSONAL_PROJECTS  ,0,0,10,               NULL 
7976,1348994491, GUEST_INVITE       ,0,0,20,7928
9175,1348998372, ORG_INVITE         ,0,0,25,6851
4074,1349003092, ORG_INVITE         ,0,0,99,8613
4270,1349013748, ORG_INVITE         ,0,0,350,10823
3318,1349020572, SIGNUP_GOOGLE_AUTH ,0,0,334,               NULL 
4954,1349022573, ORG_INVITE         ,0,0,6,2787
7918,1349026479, ORG_INVITE         ,0,0,218,6374
9950,1349034686, SIGNUP             ,0,0,5,               NULL 
7638,1349042583, SIGNUP             ,0,0,292,               NULL 
5589,1349077216, ORG_INVITE         ,0,0,204,7797
5965,1349079683, GUEST_INVITE       ,0,0,112,8939
3827,1349081551, GUEST_INVITE       ,0,0,14,10637
9517,1349122171, ORG_INVITE         ,1,0,176,5224
10898,1349122339, SIGNUP_GOOGLE_AUTH ,0,0,174,               NULL 
6241,1349122475, SIGNUP             ,0,0,98,               NULL 
10907,1349125560, ORG_INVITE         ,0,0,45,10670
7185,1349132848, SIGNUP             ,0,0,59,               NULL 
2323,1349133969, SIGNUP             ,0,0,389,               NULL 
5446,1349135953, ORG_INVITE         ,0,0,340,1985
6724,1349148322, ORG_INVITE         ,0,0,29,455
9049,1349148583, PERSONAL_PROJECTS  ,0,0,356,               NULL 
1879,1349151204, SIGNUP             ,1,1,281,               NULL 
9098,1349154986, SIGNUP             ,0,0,344,               NULL 
6439,1349159061, SIGNUP_GOOGLE_AUTH ,0,0,51,               NULL 
5646,1349165690, SIGNUP             ,0,0,121,               NULL 
1662,1349166455, SIGNUP             ,0,1,4,               NULL 
1218,1349169335, ORG_INVITE         ,0,0,116,2962
4604,1349171795, PERSONAL_PROJECTS  ,1,1,4,               NULL 
5810,1349173302, ORG_INVITE         ,1,1,51,3876
348,1349175620, PERSONAL_PROJECTS  ,1,1,311,               NULL 
181,1349186091, SIGNUP             ,0,0,329,               NULL 
3843,1349204023, SIGNUP             ,1,1,315,               NULL 
6903,1349211524, ORG_INVITE         ,0,1,369,6903
734,1349216141, ORG_INVITE         ,0,0,256,734
5547,1349221161, ORG_INVITE         ,0,0,283,2271
3801,1349234998, ORG_INVITE         ,0,0,2,4202
3537,1349249950, PERSONAL_PROJECTS  ,0,0,71,               NULL 
3191,1349253030, GUEST_INVITE       ,0,0,247,1804
7392,1349268566, SIGNUP_GOOGLE_AUTH ,0,0,112,               NULL 
10507,1349269080, GUEST_INVITE       ,0,0,70,9345
2596,1349273089, GUEST_INVITE       ,0,0,10,2308
9414,1349281039, SIGNUP             ,0,0,83,               NULL 
6637,1349285559, ORG_INVITE         ,0,0,294,1316
1893,1349288547, GUEST_INVITE       ,0,0,46,2052
2995,1349289496, SIGNUP             ,0,0,67,               NULL 
7736,1349302490, GUEST_INVITE       ,1,1,21,9126
7723,1349319333, GUEST_INVITE       ,1,0,10,2039
5929,1349329224, ORG_INVITE         ,0,0,1,4957
5861,1349334518, SIGNUP             ,0,0,262,               NULL 
9259,1349341315, PERSONAL_PROJECTS  ,0,0,23,               NULL 
3957,1349343819, SIGNUP             ,0,0,74,               NULL 
797,1349344187, GUEST_INVITE       ,1,1,97,3972
11730,1349351917, GUEST_INVITE       ,0,0,69,1400
4075,1349352305, SIGNUP             ,0,0,103,               NULL 
1623,1349354438, SIGNUP_GOOGLE_AUTH ,0,0,79,               NULL 
4491,1349361786, SIGNUP_GOOGLE_AUTH ,1,0,362,               NULL 
11287,1349368765, PERSONAL_PROJECTS  ,0,0,171,               NULL 
2490,1349370351, ORG_INVITE         ,0,0,385,1139
10461,1349371466, ORG_INVITE         ,0,0,146,1873
7894,1349373481, ORG_INVITE         ,0,0,57,7594
7963,1349380564, ORG_INVITE         ,0,0,332,5144
3252,1349382279, SIGNUP             ,0,0,305,               NULL 
11293,1349391465, GUEST_INVITE       ,0,0,170,1204
3125,1349401084, ORG_INVITE         ,0,0,155,7692
4793,1349414838, PERSONAL_PROJECTS  ,1,0,58,               NULL 
8483,1349420682, GUEST_INVITE       ,0,0,6,11394
3885,1349432812, GUEST_INVITE       ,0,0,160,5909
951,1349448724, PERSONAL_PROJECTS  ,0,0,3,               NULL 
4143,1349457174, SIGNUP             ,0,0,318,               NULL 
4225,1349464472, PERSONAL_PROJECTS  ,0,0,243,               NULL 
10605,1349468907, GUEST_INVITE       ,0,1,65,10605
1620,1349473940, GUEST_INVITE       ,0,0,329,778
8677,1349478443, ORG_INVITE         ,0,0,354,8677
9558,1349480791, SIGNUP             ,0,0,80,               NULL 
11670,1349486442, ORG_INVITE         ,1,0,240,3793
8231,1349488512, PERSONAL_PROJECTS  ,1,1,124,               NULL 
3048,1349491775, PERSONAL_PROJECTS  ,1,0,272,               NULL 
7372,1349492000, ORG_INVITE         ,0,0,43,10201
6070,1349493417, PERSONAL_PROJECTS  ,0,0,404,               NULL 
1631,1349494231, ORG_INVITE         ,0,0,400,7899
5243,1349496007, ORG_INVITE         ,0,0,124,5243
10335,1349498611, SIGNUP_GOOGLE_AUTH ,0,0,150,               NULL 
9455,1349504022, ORG_INVITE         ,0,0,4,6977
10686,1349507975, GUEST_INVITE       ,0,0,125,10132
10479,1349515855, ORG_INVITE         ,0,1,114,4690
8328,1349518447, SIGNUP             ,0,0,5,               NULL 
5966,1349524612, PERSONAL_PROJECTS  ,0,0,28,               NULL 
2928,1349529682, PERSONAL_PROJECTS  ,0,0,3,               NULL 
8355,1349557516, PERSONAL_PROJECTS  ,0,0,83,               NULL 
1754,1349583395, SIGNUP_GOOGLE_AUTH ,1,1,222,               NULL 
2823,1349597657, GUEST_INVITE       ,0,0,28,7110
1457,1349599963, SIGNUP             ,0,0,95,               NULL 
5507,1349605954, GUEST_INVITE       ,0,0,8,10581
4213,1349611071, PERSONAL_PROJECTS  ,1,0,392,               NULL 
1269,1349625151, PERSONAL_PROJECTS  ,0,0,12,               NULL 
5448,1349647056, GUEST_INVITE       ,0,0,4,9631
10685,1349657301, SIGNUP_GOOGLE_AUTH ,0,0,144,               NULL 
8923,1349659818, ORG_INVITE         ,0,0,208,593
11113,1349665952, ORG_INVITE         ,0,0,151,11304
6274,1349679094, ORG_INVITE         ,0,0,325,6274
8595,1349684536, ORG_INVITE         ,0,0,62,6171
10440,1349690329, ORG_INVITE         ,0,0,324,5323
11676,1349700466, ORG_INVITE         ,0,0,239,5677
6869,1349703639, SIGNUP             ,0,0,351,               NULL 
10526,1349704953, ORG_INVITE         ,0,0,58,9726
9180,1349712731, PERSONAL_PROJECTS  ,0,1,293,               NULL 
1199,1349714532, ORG_INVITE         ,0,0,129,2042
5941,1349716521, GUEST_INVITE       ,1,0,39,9230
7360,1349717070, ORG_INVITE         ,1,1,25,11128
2313,1349723143, SIGNUP_GOOGLE_AUTH ,1,1,254,               NULL 
5445,1349723580, ORG_INVITE         ,0,0,218,6374
6107,1349725109, ORG_INVITE         ,0,0,154,10802
7585,1349727948, ORG_INVITE         ,1,0,98,408
783,1349728496, ORG_INVITE         ,0,0,77,7209
10477,1349729566, ORG_INVITE         ,0,0,307,7836
11484,1349744115, GUEST_INVITE       ,0,0,134,11484
4369,1349745340, GUEST_INVITE       ,0,0,34,5783
5713,1349750649, GUEST_INVITE       ,0,0,86,2856
9751,1349775709, SIGNUP             ,0,0,12,               NULL 
7950,1349802111, SIGNUP             ,0,0,380,               NULL 
9391,1349824484, SIGNUP_GOOGLE_AUTH ,0,0,108,               NULL 
639,1349845077, ORG_INVITE         ,0,0,16,7012
8256,1349852875, GUEST_INVITE       ,0,0,152,3642
6320,1349857027, ORG_INVITE         ,1,0,10,7723
11357,1349860147, ORG_INVITE         ,1,1,334,350
2499,1349865745, ORG_INVITE         ,0,0,324,2973
4290,1349867859, PERSONAL_PROJECTS  ,0,0,23,               NULL 
11768,1349870551, ORG_INVITE         ,0,0,38,11768
5850,1349872154, GUEST_INVITE       ,0,0,350,1079
8132,1349881759, GUEST_INVITE       ,0,0,26,7744
6110,1349889921, PERSONAL_PROJECTS  ,0,0,132,               NULL 
5483,1349900448, SIGNUP             ,0,0,62,               NULL 
3223,1349904070, GUEST_INVITE       ,0,1,28,5102
295,1349907000, SIGNUP_GOOGLE_AUTH ,0,0,121,               NULL 
5028,1349907995, GUEST_INVITE       ,0,0,53,8522
10674,1349916450, PERSONAL_PROJECTS  ,0,0,159,               NULL 
2193,1349918683, PERSONAL_PROJECTS  ,1,0,108,               NULL 
10849,1349919240, ORG_INVITE         ,1,0,42,5067
7106,1349922030, ORG_INVITE         ,0,0,2,3801
4877,1349922797, ORG_INVITE         ,0,1,119,4877
4043,1349928637, ORG_INVITE         ,0,0,7,2994
5973,1349939344, ORG_INVITE         ,0,0,70,1844
6653,1349941850, PERSONAL_PROJECTS  ,0,0,357,               NULL 
9138,1349945781, SIGNUP_GOOGLE_AUTH ,0,0,33,               NULL 
11085,1349948569, ORG_INVITE         ,0,0,24,5221
9086,1349957187, SIGNUP             ,0,0,35,               NULL 
8054,1349963840, GUEST_INVITE       ,1,1,344,651
9205,1349964398, ORG_INVITE         ,0,0,387,7556
14,1349972073, SIGNUP             ,0,0,0,               NULL 
4432,1349973684, SIGNUP_GOOGLE_AUTH ,0,0,140,               NULL 
5332,1349976967, GUEST_INVITE       ,0,0,45,8163
2723,1349977178, SIGNUP             ,0,0,93,               NULL 
3455,1349978913, ORG_INVITE         ,0,0,247,5644
544,1349980907, ORG_INVITE         ,0,0,186,8830
10221,1349981321, GUEST_INVITE       ,0,0,374,10221
8425,1349981621, ORG_INVITE         ,0,0,2,1359
9590,1349993169, ORG_INVITE         ,0,0,143,4246
8353,1350018486, PERSONAL_PROJECTS  ,0,0,35,               NULL 
6835,1350021703, ORG_INVITE         ,0,0,81,6312
1394,1350028077, SIGNUP             ,1,0,252,               NULL 
5707,1350035790, SIGNUP             ,1,1,176,               NULL 
794,1350045597, ORG_INVITE         ,0,0,297,7857
362,1350057118, PERSONAL_PROJECTS  ,0,0,285,               NULL 
4473,1350075537, GUEST_INVITE       ,1,1,76,8504
7953,1350083058, SIGNUP             ,1,0,20,               NULL 
2432,1350087660, ORG_INVITE         ,0,0,20,5115
4655,1350094740, ORG_INVITE         ,1,0,10,3842
10985,1350117281, SIGNUP             ,0,0,33,               NULL 
5179,1350121862, ORG_INVITE         ,0,0,157,4922
8687,1350126915, ORG_INVITE         ,0,0,47,5340
685,1350130406, SIGNUP             ,0,0,0,               NULL 
2397,1350145049, ORG_INVITE         ,0,0,97,10649
9763,1350156281, SIGNUP             ,1,0,6,               NULL 
9641,1350168281, ORG_INVITE         ,1,0,232,6886
2779,1350170360, SIGNUP_GOOGLE_AUTH ,0,0,140,               NULL 
10206,1350178473, PERSONAL_PROJECTS  ,0,0,301,               NULL 
9724,1350183335, ORG_INVITE         ,1,1,13,7816
11815,1350184035, ORG_INVITE         ,1,0,206,6035
8144,1350206802, PERSONAL_PROJECTS  ,0,0,114,               NULL 
9313,1350209377, SIGNUP             ,0,0,27,               NULL 
8173,1350217197, SIGNUP             ,0,0,163,               NULL 
9692,1350219676, ORG_INVITE         ,0,0,78,9692
7837,1350221183, PERSONAL_PROJECTS  ,1,1,109,               NULL 
3971,1350223702, SIGNUP             ,0,0,227,               NULL 
934,1350232123, ORG_INVITE         ,1,1,25,4603
8967,1350236974, GUEST_INVITE       ,0,0,143,1557
3622,1350245592, ORG_INVITE         ,0,0,20,3013
3997,1350247768, PERSONAL_PROJECTS  ,1,0,186,               NULL 
1660,1350258505, SIGNUP             ,1,1,89,               NULL 
4387,1350262634, GUEST_INVITE       ,0,1,88,2436
11552,1350262857, ORG_INVITE         ,0,0,48,9187
5383,1350278068, GUEST_INVITE       ,0,0,302,5383
3234,1350291991, GUEST_INVITE       ,0,0,18,3940
1210,1350292449, SIGNUP             ,1,0,3,               NULL 
5092,1350297694, SIGNUP             ,0,0,410,               NULL 
3464,1350304911, SIGNUP             ,0,1,7,               NULL 
693,1350307030, SIGNUP             ,0,0,78,               NULL 
3611,1350314391, GUEST_INVITE       ,1,0,110,7920
7024,1350317261, ORG_INVITE         ,1,0,61,50
3368,1350319654, ORG_INVITE         ,0,0,201,5415
817,1350319689, PERSONAL_PROJECTS  ,1,0,139,               NULL 
7104,1350331275, SIGNUP_GOOGLE_AUTH ,1,1,225,               NULL 
1984,1350336019, GUEST_INVITE       ,1,0,119,4803
1608,1350340585, SIGNUP_GOOGLE_AUTH ,0,0,3,               NULL 
3904,1350353213, ORG_INVITE         ,1,0,348,5434
7534,1350373531, SIGNUP             ,0,1,31,               NULL 
7678,1350374590, PERSONAL_PROJECTS  ,0,0,337,               NULL 
2537,1350375475, GUEST_INVITE       ,1,0,367,10226
6551,1350376409, ORG_INVITE         ,0,0,218,5466
4508,1350382377, SIGNUP             ,1,1,384,               NULL 
10630,1350384421, SIGNUP             ,0,0,280,               NULL 
3445,1350394560, SIGNUP             ,1,1,2,               NULL 
241,1350395014, PERSONAL_PROJECTS  ,0,0,245,               NULL 
9450,1350396276, GUEST_INVITE       ,0,0,78,6597
8158,1350396469, PERSONAL_PROJECTS  ,0,0,21,               NULL 
2715,1350404515, PERSONAL_PROJECTS  ,0,0,10,               NULL 
11833,1350421931, PERSONAL_PROJECTS  ,0,0,7,               NULL 
5270,1350435776, ORG_INVITE         ,0,0,124,5243
9119,1350445351, PERSONAL_PROJECTS  ,1,0,411,               NULL 
4962,1350454267, SIGNUP             ,0,0,219,               NULL 
1294,1350457910, PERSONAL_PROJECTS  ,0,0,160,               NULL 
11038,1350465217, GUEST_INVITE       ,0,0,318,6419
6466,1350476555, GUEST_INVITE       ,0,0,70,8207
6135,1350486614, PERSONAL_PROJECTS  ,1,1,41,               NULL 
9790,1350493184, ORG_INVITE         ,0,0,306,9790
11873,1350504860, ORG_INVITE         ,0,0,172,8911
784,1350518829, SIGNUP             ,0,0,374,               NULL 
833,1350518917, ORG_INVITE         ,0,0,227,11177
2051,1350519085, SIGNUP             ,0,0,20,               NULL 
6415,1350525573, ORG_INVITE         ,0,0,233,2447
4713,1350525788, ORG_INVITE         ,0,1,106,6282
9397,1350531986, SIGNUP             ,0,0,3,               NULL 
1085,1350552336, GUEST_INVITE       ,0,0,4,10837
1440,1350552944, GUEST_INVITE       ,1,1,241,7275
1326,1350558256, ORG_INVITE         ,0,0,94,10759
6244,1350559736, SIGNUP_GOOGLE_AUTH ,0,0,370,               NULL 
4160,1350560835, SIGNUP_GOOGLE_AUTH ,1,1,19,               NULL 
8945,1350561705, SIGNUP_GOOGLE_AUTH ,0,0,4,               NULL 
8381,1350564604, SIGNUP_GOOGLE_AUTH ,0,0,59,               NULL 
10299,1350585139, SIGNUP             ,0,0,342,               NULL 
8139,1350586700, SIGNUP_GOOGLE_AUTH ,0,0,314,               NULL 
8475,1350591952, ORG_INVITE         ,0,0,86,5713
1955,1350600711, ORG_INVITE         ,0,0,104,376
11726,1350602919, PERSONAL_PROJECTS  ,0,0,20,               NULL 
8030,1350610798, ORG_INVITE         ,0,0,18,2927
6083,1350635340, GUEST_INVITE       ,0,0,2,6237
5855,1350638631, ORG_INVITE         ,1,0,316,6293
11213,1350639146, ORG_INVITE         ,0,0,10,9736
3698,1350641649, PERSONAL_PROJECTS  ,0,0,0,               NULL 
9407,1350653559, SIGNUP             ,0,0,291,               NULL 
8800,1350654013, GUEST_INVITE       ,0,0,17,8800
4417,1350655530, ORG_INVITE         ,0,0,27,1458
7801,1350658149, SIGNUP             ,0,0,325,               NULL 
10471,1350659343, SIGNUP_GOOGLE_AUTH ,1,0,368,               NULL 
2710,1350660860, ORG_INVITE         ,0,0,2,4309
8136,1350665071, SIGNUP             ,0,0,216,               NULL 
11918,1350671154, SIGNUP             ,0,0,109,               NULL 
2453,1350677915, SIGNUP_GOOGLE_AUTH ,0,0,82,               NULL 
